english;polish
necktie;krawat
nectar;nektar
need;potrzebować
needle;igła
needless;niepotrzebny
needlework;robótki
needy;potrzebujący
negate;negować
negation;negacja
negative;negatywny
neglect;zaniedbywać
neglectful;niedbały
negligee;prześwitujący szlafrok
negligent;niedbały
negligible;nieistotny
negotiable;możliwy do ustalenia
negotiate;negocjować
negotiation;negocjacje
negotiator;negocjator
Negress;Murzynka
Negro;Murzyn
neigh;rżeć
neighbour;sąsiad
neighbourhood;sąsiedztwo
neighbouring;sąsiedni
neighbourly;dobrosąsiedzki
neither;żaden z dwóch
neon;neon
Nepal;Nepal
Nepalese;nepalski
Nepali;nepalski
nephew;siostrzeniec
nerve;nerw
nerve-racking;nerwowy
nervous;nerwowy
nest;gniazdo
nestle;wtulać się
net;siatka
Netherlands;Niderlandy
netting;siatka
nettle;pokrzywa
network;sieć
neurosis;nerwica
neurotic;neurotyczny
neuter;nijaki
neutral;neutralny
neutrality;neutralność
neutralize;blokować
neutron;neutron
Nevada;Newada
never;nigdy
nevertheless;jednak
newborn;nowonarodzony
newcomer;przybysz
new-fangled;nowomodny
newly;nowo
news;wiadomości
newsagent;kioskarz
newscaster;prezenter
newsdealer;kioskarz
newsflash;wiadomość z ostatniej chwili
newsletter;biuletyn
newspaper;gazeta
newsprint;papier gazetowy
newsreel;kronika filmowa
newt;traszka
NHS;Państwowa Służba Zdrowia
nib;stalówka
nibble;skubać
NIC;nowe państwa niepodległe
nice;delikatny
nicely;dobrze
nicety;subtelność
niche;nisza
nick;zacinać
nickel;nikiel
nickname;przezwisko
nicotine;nikotyna
niece;bratanica
Nigeria;Nigeria
Nigerian;nigeryjski
niggardly;skąpy
niggle;dokuczać
nightcap;kieliszek przed spaniem
nightdress;koszula nocna
nightfall;zmierzch
nightgown;koszula nocna
nightie;koszulka nocna
nightingale;słowik
nightlife;życie nocne
nightly;wieczorny
nightmare;zły sen
nightmarish;koszmarny
night-time;noc
night-watchman;stróż nocny
nil;zero
nimble;zwinny
nine;dziewięć
nineteen;dziewiętnaście
nineteenth;dziewiętnasty
ninetieth;dziewięćdziesiąty
ninety;dziewięćdziesiąt
ninth;dziewiąty
nip;wyskakiwać
nipple;sutek
nippy;żwawy
nit;gnida
nitrogen;azot
no;nie
no.;nr
nobility;szlachetność
noble;szlachetny
nobleman;szlachcic
nobody;nikt
nocturnal;nocny
nod;skinąć głową
node;węzeł
nodule;guzek
noise;dźwięk
noiseless;bezgłośny
noisy;hałaśliwy
nomad;nomad
nomadic;nomadyczny
no-man's land;ziemia niczyja
nominate;mianować
nomination;nominacja
nominee;nominat
non-alcoholic;bezalkoholowy
nonchalant;nonszalancki
noncommittal;wymijający
nondescript;nieokreślonego rodzaju
none;żaden
nonentity;nikt ważny
nonetheless;mimo to
non-event;nic ciekawego
non-existent;nieistniejący
non-fiction;literatura faktu
nonplussed;zakłopotany
nonsense;nonsens
nonsensical;nonsensowny
non-smoker;niepalący
non-starter;niewypał
non-violent;pokojowy
noodles;makaron nitki
nook;kąt
noon;południe
no-one;nikt
noose;pętla
nor;też nie
norm;norma
normal;zwyczajny
normality;normalność
normally;normalnie
north;północ
north-east;północno-wschodni
north-eastern;północno-wschodni
northerly;północny
northern;północny
northward;na północ
north-west;północno-zachodni
north-western;północno-zachodni
Norway;Norwegia
Norwegian;norweski
nos.;numery
nosebleed;krwotok z nosa
nosedive;nurkować
nosey;wścibski
nostalgia;nostalgia
nostalgic;nostalgiczny
nostril;nozdrza
nosy;wścibski
notable;godny uwagi
notably;szczególnie
notarial;notarialny
notary;notariusz
notation;zapis
notch;nacięcie
note;notatka
notebook;notes
noted;znany
notepaper;papier listowy
noteworthy;godny uwagi
notice;zauważać
noticeable;widoczny
noticeboard;tablica ogłoszeń
notification;zawiadomienie
notify;zawiadamiać
notion;pojęcie
notoriety;rozgłos
notorious;notoryczny
notwithstanding;pomimo
nought;zero
noun;rzeczownik
nourish;odżywiać
nourishing;odżywczy
nourishment;pożywienie
Nov.;listopad
novel;powieść
novelist;powieściopisarz
novelty;nowość
November;listopad
novice;nowicjusz
nowadays;obecnie
nowhere;nigdzie
noxious;szkodliwy
nozzle;ssawka
nr;blisko
NT;Nowy Testament
nuance;niuans
nuclear;nuklearny
nucleus;jądro
nude;nagi
nudge;trącać się
nudity;nagość
nugget;rodzynek
nuisance;utrapienie
;zero
numb;zdrętwiały
number;numer
numeral;liczbowy
numerate;umieć liczyć
numerical;liczbowy
numerous;liczny
nun;zakonnica
nurse;pielęgniarka
nursery;przedszkole
nursing;pielęgniarstwo
nurture;doglądać
nut;orzech
nutcase;szajbus
nutcracker;dziadek do orzechów
nutmeg;gałka muszkatołowa
nutrient;substancja odżywcza
nutrition;odżywianie się
nutritious;odżywczy
nutshell;w kilku słowach
nutty;orzechowy
nuzzle;ocierać się
NW;płn.-zach.
N.Y.;Nowy Jork
N.Y.C.;miasto Nowy Jork
nylon;nylon
N.Z.;Nowa Zelandia
o;och
oaf;bęcwał
oak;dąb
OAP;emeryt
oar;wiosło
OAS;Organizacja Państwa Amerykańskich
oasis;oaza
oath;przysięga
oatmeal;kasza owsiana
OAU;Organizacja Jedności Afrykańskiej
OBE;Order Imperium Brytyjskiego
obedient;posłuszny
obese;otyły
obey;być posłusznym
obituary;nekrolog
object;przedmiot
objection;wątpliwość
objectionable;niewłaściwy
objective;cel
obligation;zobowiązanie
obligatory;obowiązkowy
oblige;zobowiązywać
obliging;uczynny
oblique;pośredni
obliterate;unicestwiać
oblivion;nieświadomość
oblivious;nieświadomy
oblong;prostokąt
obnoxious;przykry
oboe;obój
obscene;obsceniczny
obscenity;nieprzyzwoitość
obscure;mało znany
obsequious;służalczy
observable;dostrzegalny
observance;przestrzeganie
observant;spostrzegawczy
observation;obserwacja
observatory;obserwatorium
observe;obserwować
observer;obserwator
obsess;nie dawać spokoju
obsession;obsesja
obsessional;obsesyjny
obsessive;obsesyjny
obsolete;przestarzały
obstacle;przeszkoda
obstetrics;położnictwo
obstinate;uparty
obstruct;tarasować
obstruction;przeszkoda
obtain;osiągać
obtainable;osiągalny
obtrusive;natrętny
obtuse;tępy
obvious;oczywisty
obviously;oczywiście
occasion;okazja
occasional;okresowy
occult;sekretny
occupant;mieszkaniec
occupation;zawód
occupational;zawodowy
occupier;mieszkaniec
occupy;zajmować
occur;zdarzać się
occurrence;wydarzenie
ocean;ocean
OCR;optyczne rozpoznawianie znaków
Oct.;październik
octagon;ośmiokąt
octave;oktawa
October;październik
octopus;ośmiornica
oculist;okulista
odd;dziwny
oddity;dziwactwo
oddments;różności
odds-on;prawie pewne
Oder;Odra
odious;nienawistny
odour;zapach
OECD;Organizacja Współpracy Ekonomicznej i Rozwoju
of;
offal;podroby
off-colour;niezdrowy
offence;wykroczenie
offend;obrażać
offender;przestępca
offensive;obraźliwy
offering;propozycja
off-hand;bezceremonialny
office;biuro
officer;oficer
official;oficjalny
officious;nadgorliwy
offing;zbliżać się
off-licence;sklep monopolowy
off-line;tryb rozłączny
offload;przerzucać
off-peak;pozaszczytowy
off-putting;odstręczający
offset;wyrównywać
offshoot;odrośl
offshore;odbrzegowy
offside;strona zewnętrzna pojazdu
offspring;potomstwo
often;często
ogle;przypatrywać się lubieżnie
ogre;ogr
oh;o
Ohio;Ohio
OHMS;w służbie państwa
oil;ropa naftowa
oilfield;złoże ropy
oily;zatłuszczony
ointment;maść
okay;okej
Oklahoma;Oklahoma
old;stary
old-fashioned;staromodny
O-level;mała matura
olive;oliwka
Olympic;olimpijski
omelette;omlet
omen;omen
ominous;złowieszczy
omission;opuszczenie
omit;pomijać
omnibus;zbiór
once;raz
oncoming;nadchodzący
one;jeden
one-man;jednoosobowy
one-off;unikalny egzemplarz
onerous;ciężki
oneself;siebie
one-sided;jednostronny
one-time;niegdyś
one-way;jednokierunkowy
ongoing;zachodzący
onion;cebula
on-line;tryb bezpośredni
onlooker;widz
only;tylko
o.n.o.;lub oferta najbliższa
onrush;przypływ
onset;początek
onshore;dobrzegowy
onslaught;atak
onto;na
onus;ciężar
onward;do dzisiaj
oops;tego
ooze;ciec
op.;dzieło
opal;opal
opaque;nieprzezroczysty
OPEC;Organizacja Państw Eksportujących Ropę Naftową
open;otwierać się
open-ended;otwarty na wszystko
opener;otwieracz
opening;początkowy
openly;otwarcie
open-minded;światły
opera;opera
operate;działać
operatic;operowy
operating system;system operacyjny
operation;operacja
operational;działający
operative;działający
operator;operator
operetta;operetka
opinion;opinia
opinionated;lepiej wiedzący
opium;opium
opp.;naprzeciw
opponent;przeciwnik
opportune;zbawczy
opportunism;oportunizm
opportunity;sposobność
oppose;sprzeciwiać się
opposed;przeciwny
opposing;przeciwstawny
opposite;naprzeciwko
opposition;opozycja
oppress;prześladować
oppression;prześladowanie
oppressive;przygniatający
opt;optować
optical;optyczny
optician;optyk
optimism;optymizm
optimistic;optymistyczny
optimum;optymalny
option;możliwość
optional;opcjonalny
opulent;bogaty
or;lub
oracle;wyrocznia
oral;ustny
orange;pomarańcza
orangutan;orangutan
oration;oracja
orbit;orbita
orch.;orkiestra
orchard;sad
orchestra;orkiestra
orchestrate;aranżować
orchid;orchidea
ordain;wyświęcać
ordeal;ciężkie przeżycie
orderly;porządny
ordinarily;zwykle
ordinary;zwykły
ordination;wyświęcenie
ore;ruda
Oregon;Oregon
organ;organ
organic;organiczny
organisational;organizacyjny
organism;organizm
organist;organista
organization;organizacja
organizational;organizacyjny
organize;organizować
orgasm;orgazm
orgy;orgia
oriental;orientalny
orientate;orientować się
origin;pochodzenie
original;oryginalny
originate;brać początek
originator;autor
ornament;ozdoba
ornamental;ozdobny
ornate;ozdobny
ornithology;ornitologia
orphan;sierota
orphanage;sierociniec
orthodox;konwencjonalny
orthodoxy;konwencjonalny pogląd
orthopaedic;ortopedyczny
OS;majtek
oscillate;oscylować
ostensible;rzekomy
ostentation;ostentacja
ostentatious;wystawny na pokaz
ostracize;być ostracyzowanym
ostrich;struś
OT;Stary Testament
other;drugi
otherwise;inaczej
otter;wydra
ouch;au
ought;powinien coś zrobić
ounce;uncja
our;nasz
ours;nasz
ourselves;się
oust;usuwać
out-and-out;kompletny
outback;głusza
outbreak;wybuch
outbuilding;dobudówka
outburst;wybuch
outcast;wyrzutek
outclass;przewyższać
outcome;wynik
outcry;wrzawa
outdated;przestarzały
outdo;pokonywać
outdoor;wyjściowy
outdoors;na dworze
outer;zewnętrzny
outermost;najbardziej zewnętrzny
outfit;strój
outgoing;ustępujący
outgrow;wyrastać
outing;wycieczka
outlandish;dziwaczny
outlast;przetrwać
outlaw;zakazywać
outlay;inwestycja
outlet;ujście
outline;przedstawiać w zarysie
outlive;przeżyć
outlook;poglądy
outlying;odległy
outmoded;przestarzały
outnumber;przewyższać liczebnie
out-of-the-way;odludny
out-patient;pacjent ambulatoryjny
outpost;placówka
output;produkcja
outrage;gniewać
outrageous;szokujący
outright;otwarty
outset;na początku
outside;zewnętrze
outsider;człowiek niezależny
outsize;większy niż normalnie
outskirts;przedmieścia
outsmart;przechytrzać
outspoken;otwarty
outstanding;wybitny
outstretched;wyciągnięty
outstrip;prześcignąć
outward;na zewnątrz
outweigh;przeważać
outwit;przechytrzać
outworn;zużyty
oval;owal
ovary;jajnik
ovation;aplauz
oven;piekarnik
over;nad
overall;ogólny
overawe;przerażać
overbalance;przeważać
overbearing;apodyktyczny
overboard;za burtę
overcast;zaciągnięty chmurami
overcharge;liczyć za dużo
overcoat;gruby płaszcz
overcome;pokonywać
overcrowded;przeludniony
overcrowding;przeludnienie
overdo;przesadzać
overdone;za długo gotowany
overdose;zbyt duża dawka
overdraft;przekroczenie salda
overdraw;przekroczyć saldo
overdue;opóźniony
overestimate;przeceniać
overflow;przelewać się
overgrown;zarosły
overhang;zwieszać się
overhaul;poddawać przeglądowi
overhead;napowietrzny
overhear;podsłuchiwać
overheat;przegrzewać się
overjoyed;zachwycony
overland;naziemny
overlap;zachodzić na siebie
overload;przeciążać
overlook;wychodzić
overnight;na noc
overpass;wiadukt
overpopulated;przeludniony
overpower;przemóc
overrate;przeceniać
override;odsuwać na bok
overriding;naczelny
overrule;uchylać
overrun;przechwytywać
overseas;zagraniczny
oversee;nadzorować
overseer;nadzorca
overshadow;górować
overshoot;przenosić
oversight;niedopatrzenie
oversimplify;upraszczać
oversize;nadmiarowy
oversleep;przesypiać
overstate;przesadzać
overt;otwarty
overtake;wyprzedzać
overthrow;obalać
overtime;praca nadliczbowa
overtone;nuta
overture;uwertura
overturn;przewracać się
overview;przegląd
overweight;nadwaga
overwhelm;przytłaczać
overwhelming;przygniatający
overwork;przepracowywać się
overwrought;spięty
ow;au
owe;być winnym
owing to;dzięki
owl;sowa
owner;właściciel
ownership;własność
ox;wół
Oxford;Oksford
oxide;tlenek
oxygen;tlen
oyster;ostryga
oz.;uncja
p.;s.
P.A., physician's assistant;asystent osobisty
p.a, per annum;rocznie
pace;tempo
Pacific;Ocean Spokojny
pacifism;pacyfizm
pacify;uspokajać
pack;pakować się
package;paczuszka
packaging;opakowanie
packed;zatłoczony
packet;paczka
packing;opakowanie
pact;pakt
pad;wyściółka
padding;wyściółka
paddle;wiosło
paddock;wybieg dla koni
paddy;pole ryżowe
padlock;kłódka
pagan;pogański
page;strona
pageant;przedstawienie historyczne
pageantry;uroczystość
pagoda;pagoda
paid;płatny
paid-up;pełnopłatny
pail;wiadro
pain;ból
pained;urażony
painful;obolały
painkiller;środek przeciwbólowy
painless;bezbolesny
painstaking;sumienny
paint;farba
paintbrush;pędzel do malowania
painter;malarz
painting;obraz
paintwork;lakier
pair;para
pajamas;piżama
Pakistan;Pakistan
Pakistani;pakistański
pal;kolega
palace;pałac
palatable;znośny
palate;podniebienie
palatial;wspaniały
pale;blady
paleness;bladość
Palestine;Palestyna
Palestinian;palestyński
palette;paleta
pall;wyświechtywać się
pallid;blady
palm;dłoń
palpable;widoczny
palpitation;palpitacja
paltry;mizerny
pamper;rozpieszczać
pamphlet;broszura
pan;patelnia
panacea;panaceum
panache;styl
pancake;naleśnik
panda;panda
pandemonium;piekło
pander;zaspokajać wszystkie zachcianki
pane;szyba
panel;tafla
panelled;wykładany drewnem
panelling;boazeria
pang;ukłucie
panic;panika
panic-stricken;ogarnięty paniką
pannier;torba
panorama;panorama
panoramic;panoramiczny
panpipes;fletnia Pana
pansy;bratek
pant;majtki
panther;pantera
panties;majtki
pantihose;rajstopy
pantomime;
pantry;spiżarnia
pantyhose;rajstopy
papal;papieski
paper;papier
paperback;książka w miękkiej oprawie
paperweight;przycisk do papierów
paperwork;praca papierkowa
papier-mâché;papier-mâché
paprika;papryka sproszkowana
papyrus;papirus
par;na równi z czymś
par.;akapit
parable;przypowieść
parachute;spadochron
parade;parada
paradise;raj
paradox;paradoks
paradoxical;paradoksalny
paraffin;parafina
paragon;wzór
paragraph;akapit
Paraguay;Paragwaj
Paraguayan;paragwajski
parallel;równoległy
paralyse;paraliżować
paralysis;paraliż
parameter;parametr
paramilitary;paramilitarny
paramount;najważniejszy
paranoia;paranoja
paranoid;paranoidalny
parapet;parapet
paraphernalia;przedmioty osobistego użytku
paraphrase;parafraza
parasite;pasożyt
parasitic;pasożytniczy
parasol;parasol przeciwsłoneczny
paratroop;powietrznodesantowy
paratrooper;spadochroniarz
parcel;paczka
parched;wysuszony
parchment;pergamin
pardon;wybaczać
pardonable;wybaczalny
pare;obierać
parent;rodzic
parenthesis;nawias
parenthood;rodzicielstwo
Paris;Paryż
parish;parafia
parishioner;parafianin
Parisian;paryski
parity;równowaga
park;park
parka;skafander
parking;parkowanie
parkland;park
parlance;mowa
parliament;parlament
parliamentary;parlamentarny
parlour;salon
parochial;parafiański
parody;parodia
parole;zwolnienie warunkowe
paroxysm;paroksyzm
parquet;parkiet
parrot;papuga
parry;odparowywać
parsimonious;oszczędny
parsley;pietruszka
parsnip;pasternak
parson;proboszcz
parsonage;probostwo
partial;częściowy
partially;częściowo
participant;uczestnik
participate;uczestniczyć
participation;uczestnictwo
participial;imiesłowowy
participle;imiesłów
particle;cząstka
particularly;szczególnie
parting;rozstanie się
partisan;stronniczy
partition;przepierzenie
partly;częściowo
partner;partner
partnership;partnerstwo
partridge;kuropatwa
part-time;niepełnoetatowy
party;partia
pass;mijać
passable;do przyjęcia
passage;przejście
passenger;pasażer
passer-by;przechodzień
passing;przelotny
passion;namiętność
passionate;zapamiętały
passive;bierny
passport;paszport
password;hasło
past;uprzedni
pasta;makaron
paste;papka
pastel;pastelowy
pasteurized;pasteryzowany
pastille;pastylka
pastime;rozrywka
pastor;duszpasterz
pastoral;duszpasterski
pastry;płat tortowy
pasture;pastwisko
pasty;papkowaty
pat;klepać
patch;łata
patchwork;z łat
patchy;łaciaty
pâté;pasztet
patent;patent
paternal;ojcowski
paternity;ojcostwo
path;ścieżka
pathetic;żałosny
pathological;patologiczny
pathology;medycyna patologiczna
pathos;patos
patience;cierpliwość
patient;cierpliwy
patio;taras
patriot;patriota
patriotic;patriotyczny
patriotism;patriotyzm
patrol;patrolować
patrolman;policjant posterunkowy
patron;patron
patronage;patronat
patronize;traktować protekcjonalnie
patter;bębnić
pattern;wzór
paunch;duży brzuch
pauper;nędzarz
pause;zatrzymywać się
pave;utwardzać
pavement;chodnik
pavilion;szatnia
paving stone;płyta chodnikowa
paw;łapa
pawn;zastawiać
pawnbroker;właściciel lombardu
pawnshop;lombard
pay;płacić
payable;płatny
payday;dzień wypłaty
PAYE;
payee;odbiorca wypłaty
payment;zapłata
payoff;rezultat
payroll;lista płac
p.c.;kartka pocztowa
PD;posterunek policji
p.d.;dziennie
pd.;zapłacony
PE;WF
pea;groszek
peaceable;pokojowy
peaceful;spokojny
peacetime;okres pokoju
peach;brzoskwinia
peacock;paw
peak;punkt szczytowy możliwości
peal;bić
peanut;orzeszek ziemny
pear;gruszka
pearl;perła
pearly;perłowy
peasant;chłop
peasantry;chłopi
peat;torf
pebble;kamyk
peck;dziobać
peculiar;osobliwy
peculiarity;osobliwość
pecuniary;pieniężny
pedagogic;pedagogiczny
pedagogy;pedagogika
pedal;pedał
pedant;pedant
pedantic;pedantyczny
peddle;handlować narkotykami
peddler;handlarz narkotykami
pedestal;postument
pedestrian;przechodzień
pedigree;rodowód
pee;siusiać
peek;zerkać
peel;skórka
peelings;obierki
peep;zerkać
